ID_Cleaned,Bike_lane ,Bike_lane_protection,Parking_on_street ,Road_speed_limit,#_lanes_on_road,Road _surface,Width_of_road,id,bicycle,bicycle_fo,bicycle__1,cyclestree,cycleway,cycleway_b,cycleway_l,cycleway_r,cycleway_w,lanes,maxspeed,oneway,oneway_bic,parking_bo,parking_le,parking_ri,segregated,separation,shoulder,surface,tram,width
15483300,,,,,,paved,,way/15483300,,,,,,,,,,,,yes,,,,,,,,paved,,
15483315,,,,,,asphalt,,way/15483315,,,,,,,,,,,,yes,,,,,,,,asphalt,,
15483366,no,,,,,,,way/15483366,no,,,,,,,,,,,yes,,,,,,,,,,
15483393,,,,,,paved,,way/15483393,,,,,,,,,,,,,,,,,,,,paved,,
15483407,,,,,,paved,,way/15483407,,,,,,,,,,,,yes,,,,,,,,paved,,
15483430,,,,,,paved,,way/15483430,,,,,,,,,,,,yes,,,,,,,,paved,,
15483637,,,,60,2,asphalt,,way/15483637,,,,,,,,,,2,60,,,,,,,,,asphalt,,
15483715,,,,60,,paved,,way/15483715,,,,,,,,,,,60,yes,,,,,,,,paved,,
15483720,,,,,,asphalt,,way/15483720,,,,,,,,,,,,yes,,,,,,,,asphalt,,
15483726,,,,,,asphalt,,way/15483726,,,,,,,,,,,,yes,,,,,,,,asphalt,,
15483786,,,,60,,paved,,way/15483786,,,,,,,,,,,60,yes,,,,,,,,paved,,
15483828,,,,,,paved,,way/15483828,,,,,,,,,,,,,,,,,,,,paved,,
15483833,,,,,,paved,,way/15483833,,,,,,,,,,,,yes,,,,,,,,paved,,
15483835,,,,,,paved,,way/15483835,,,,,,,,,,,,yes,,,,,,,,paved,,
15484246,no,,,50,1,asphalt,,way/15484246,yes,,,,no,,,,,1,50,no,,,,,,,,asphalt,,
15486231,,,,,,asphalt,,way/15486231,,,,,,,,,,,,,,,,,,,,asphalt,,
15486264,no,,,50,,asphalt,,way/15486264,yes,,,,no,,,,,,50,no,,,,,,,,asphalt,,
15486311,,,,,,paved,,way/15486311,,,,,,,,,,,,,,,,,,,,paved,,
15486356,,,,,,paved,,way/15486356,,,,,,,,,,,,,,,,,,,,paved,,
15486531,,,,,,asphalt,,way/15486531,,,,,,,,,,,,,,,,,,,,asphalt,,
15486537,,,,,,paved,,way/15486537,,,,,,,,,,,,,,,,,,,,paved,,
15486538,,,,,,paved,,way/15486538,,,,,,,,,,,,,,,,,,,,paved,,
15486542,,,,,,paved,,way/15486542,,,,,,,,,,,,,,,,,,,,paved,,
15486559,,,,40,,paved,,way/15486559,,,,,,,,,,,40,,,,,,,,,paved,,
15486563,no,,,50,,asphalt,,way/15486563,yes,,,,no,,,,,,50,no,,,,,,,,asphalt,,
15486566,,,,40,,paved,,way/15486566,,,,,,,,,,,40,,,,,,,,,paved,,
15486570,,,,,,paved,,way/15486570,,,,,,,,,,,,,,,,,,,,paved,,
15486571,,,,,,paved,,way/15486571,,,,,,,,,,,,,,,,,,,,paved,,
15486607,,,,,,asphalt,,way/15486607,,,,,,,,,,,,,,,,,,,,asphalt,,
15486611,,,,,,paved,,way/15486611,,,,,,,,,,,,,,,,,,,,paved,,
15486612,,,,,,paved,,way/15486612,,,,,,,,,,,,,,,,,,,,paved,,
15486693,,,,,,asphalt,,way/15486693,,,,,,,,,,,,,,,,,,,,asphalt,,
15486886,,,,40,,paved,,way/15486886,,,,,,,,,,,40,,,,,,,,,paved,,
15487671,,,,,,paved,,way/15487671,,,,,,,,,,,,,,,,,,,,paved,,
15487973,,,,,,paved,,way/15487973,,,,,,,,,,,,,,,,,,,,paved,,
15709914,no,,,60,,paved,,way/15709914,,,,,,no,,,,,60,yes,,,,,,,,paved,,
15743518,,,,50,,paved,,way/15743518,,,,,,,,,,,50,yes,,,,,,,,paved,,
15743520,,,,50,,paved,,way/15743520,,,,,,,,,,,50,,,,,,,,,paved,,
15743522,,,,50,,paved,,way/15743522,,,,,,,,,,,50,,,,,,,,,paved,,
15743523,no,,,50,,asphalt,,way/15743523,,,,,,no,,,,,50,,,,,,,,,asphalt,,
15743524,,,,50,,paved,,way/15743524,,,,,,,,,,,50,,,,,,,,,paved,,
15743525,no,,,50,,paved,,way/15743525,,,,,,no,,,,,50,,,,,,,,,paved,,
15759427,designated,no,,,,asphalt,2,way/15759427,designated,,,,,,,,,,,,,,,,no,,,asphalt,,2
15759952,no,,,50,,asphalt,,way/15759952,,,,,,no,,,,,50,,,,,,,,,asphalt,,
15759954,,,,50,,paved,,way/15759954,,,,,,,,,,,50,,,,,,,,,paved,,
15759957,,,,,,,,way/15759957,,,,,,,,,,,,,,,,,,,,,,
15759960,,,,50,,paved,,way/15759960,,,,,,,,,,,50,,,,,,,,,paved,,
15759963,,,,50,,paved,,way/15759963,,,,,,,,,,,50,yes,,,,,,,,paved,,
15759967,,,,50,,paved,,way/15759967,,,,,,,,,,,50,,,,,,,,,paved,,
15759970,,,,50,,paved,,way/15759970,,,,,,,,,,,50,,,,,,,,,paved,,
15759973,,,,50,,asphalt,,way/15759973,,,,,,,,,,,50,,,,,,,,,asphalt,,
15759976,,,,50,,paved,,way/15759976,,,,,,,,,,,50,,,,,,,,,paved,,
15763176,track,,,40,,asphalt,,way/15763176,,,,,,,,track,,,40,,,,,,,,,asphalt,,
15856490,no,,,,2,asphalt,,way/15856490,,,,,,no,,,,2,,,,,,,,,,asphalt,,
15856988,lane,,,50,2,paved,,way/15856988,,,,,,lane,,,,2,50,,,,,,,,,paved,,
15857035,no,,,60,5,asphalt,,way/15857035,no,,,,,no,,,,5,60,yes,,,,,,,,asphalt,,
15857036,no,,,,5,asphalt,,way/15857036,no,,,,,no,,,,5,,yes,,,,,,,,asphalt,,
15857084,no,,,60,4,asphalt,,way/15857084,no,,,,,no,,,,4,60,yes,,,,,,,,asphalt,,
15857115,no,,,,1,asphalt,,way/15857115,no,,,,,no,,,,1,,yes,,,,,,,,asphalt,,
15857147,no,,,,1,asphalt,,way/15857147,no,,,,,no,,,,1,,yes,,,,,,,,asphalt,,
15858397,no,,,,,asphalt,,way/15858397,,,,,,no,,,,,,yes,,,,,,,,asphalt,,
15858666,no,,,,,asphalt,,way/15858666,,,,,,no,,,,,,,,,,,,,,asphalt,,
15858674,no,,,,,asphalt,,way/15858674,,,,,,no,,,,,,,,,,,,,,asphalt,,
15859085,no,,,50,2,asphalt,,way/15859085,,,,,,no,,,,2,50,yes,,,,,,,,asphalt,,
15869033,no,,,,1,asphalt,,way/15869033,,,,,,no,,,,1,,yes,,,,,,,,asphalt,,
15869335,no,,,,,,,way/15869335,,,,,,no,,,,,,yes,,,,,,,,,,
15974496,,,,,,,,way/15974496,,,,,,,,,,,,,,,,,,,,,,
15975280,no,,,50,,paved,,way/15975280,,,,,,no,,,,,50,no,,,,,,,,paved,,
16048244,,,,,,paved,,way/16048244,,,,,,,,,,,,,,,,,,,,paved,,
16048318,no,,,50,,asphalt,,way/16048318,yes,,,,no,,,,,,50,no,,,,,,,,asphalt,,
16048462,,,,,,paved,,way/16048462,,,,,,,,,,,,,,,,,,,,paved,,
16048704,,,,,,paved,,way/16048704,,,,,,,,,,,,,,,,,,,,paved,,
16049080,,,,,,paved,,way/16049080,,,,,,,,,,,,,,,,,,,,paved,,
16050844,,,,,,paved,,way/16050844,,,,,,,,,,,,,,,,,,,,paved,,
16051074,,,,,,paved,,way/16051074,,,,,,,,,,,,,,,,,,,,paved,,
16051413,,,,,,asphalt,,way/16051413,,,,,,,,,,,,,,,,,,,,asphalt,,
16051484,,,,,,asphalt,,way/16051484,,,,,,,,,,,,,,,,,,,,asphalt,,
16052339,,,,,,paved,,way/16052339,,,,,,,,,,,,,,,,,,,,paved,,
16052519,,,,,,paved,,way/16052519,,,,,,,,,,,,,,,,,,,,paved,,
16052587,,,,,,paved,,way/16052587,,,,,,,,,,,,,,,,,,,,paved,,
16052701,,,,,,paved,,way/16052701,,,,,,,,,,,,,,,,,,,,paved,,
16068943,,,,,,asphalt,,way/16068943,,,,,,,,,,,,,,,,,,,,asphalt,,
16069336,,,,,,,,way/16069336,,,,,,,,,,,,,,,,,,,,,,
16069339,,,,,,,,way/16069339,,,,,,,,,,,,,,,,,,,,,,
16073979,,,,,,,,way/16073979,,,,,,,,,,,,,,,,,,,,,,
16073981,,,,,,,,way/16073981,,,,,,,,,,,,,,,,,,,,,,
16075677,,,,60,,asphalt,,way/16075677,,,,,,,,,,,60,,,,,,,,,asphalt,,
16158137,,,,,,sett,3.3,way/16158137,,,,,,,,,,,,,,,,,,,,sett,,3.3
16158456,,,,,,,,way/16158456,,,,,,,,,,,,,,,,,,,,,,
16158779,,,,,,asphalt,,way/16158779,,,,,,,,,,,,,,,,,,,,asphalt,,
16158780,,,,,,asphalt,,way/16158780,,,,,,,,,,,,,,,,,,,,asphalt,,
16158781,,,,,,asphalt,,way/16158781,,,,,,,,,,,,,,,,,,,,asphalt,,
16158782,,,,,,asphalt,,way/16158782,,,,,,,,,,,,,,,,,,,,asphalt,,
16159064,,,,,,,,way/16159064,,,,,,,,,,,,,,,,,,,,,,
16159552,,,,,,,,way/16159552,,,,,,,,,,,,,,,,,,,,,,
16159555,,,,,,,,way/16159555,,,,,,,,,,,,,,,,,,,,,,
16172465,,,,,,wood,,way/16172465,,,,,,,,,,,,,,,,,,,,wood,,
16172472,,,,,,wood,,way/16172472,,,,,,,,,,,,,,,,,,,,wood,,
16187956,,,,,,,,way/16187956,,,,,,,,,,,,,,,,,,,,,,
16187957,,,,,,asphalt,,way/16187957,,,,,,,,,,,,,,,,,,,,asphalt,,
16188334,,,,,,asphalt,,way/16188334,,,,,,,,,,,,,,,,,,,,asphalt,,
16188650,,,,,,asphalt,,way/16188650,,,,,,,,,,,,yes,,,,,,,,asphalt,,
16188653,,,,,,asphalt,,way/16188653,,,,,,,,,,,,,,,,,,,,asphalt,,
16188655,,,,,,asphalt,,way/16188655,,,,,,,,,,,,,,,,,,,,asphalt,,
16189041,no,,,,,paved,,way/16189041,,,,,,no,,,,,,yes,,,,,,,,paved,,
16189044,,,,,,,,way/16189044,,,,,,,,,,,,,,,,,,,,,,
16331198,,,,,,paved,,way/16331198,,,,,,,,,,,,,,,,,,,,paved,,
16331199,no,,,50,,asphalt,,way/16331199,,,,,,no,,,,,50,,,,,,,,,asphalt,,
16331201,no,,,50,,paved,,way/16331201,,,,,,no,,,,,50,,,,,,,,,paved,,
16361014,,,,10,,paving_stones,,way/16361014,,,,,,,,,,,10,no,,,,,,,,paving_stones,,
16361138,,,,,,asphalt,,way/16361138,,,,,,,,,,,,,,,,,,,,asphalt,,
16361140,,,,,,asphalt,,way/16361140,,,,,,,,,,,,,,,,,,,,asphalt,,
16361186,,,,,,paving_stones,,way/16361186,,,,,,,,,,,,,,,,,,,,paving_stones,,
16361622,,,,,,asphalt,,way/16361622,,,,,,,,,,,,,,,,,,,,asphalt,,
16361758,,,,,,,,way/16361758,,,,,,,,,,,,,,,,,,,,,,
16361760,,,,,,asphalt,,way/16361760,,,,,,,,,,,,,,,,,,,,asphalt,,
16361901,,,,,,sett,,way/16361901,,,,,,,,,,,,,,,,,,,,sett,,
16361903,,,,,,,,way/16361903,,,,,,,,,,,,,,,,,,,,,,
16361906,,,,,,asphalt,,way/16361906,,,,,,,,,,,,,,,,,,,,asphalt,,
16681892,no,,,60,,asphalt,,way/16681892,,,,,,no,,,,,60,,,,,,,,,asphalt,,
16682547,,,,60,,asphalt,,way/16682547,,,,,,,,,,,60,,,,,,,,,asphalt,,
16682549,,,,60,,asphalt,,way/16682549,,,,,,,,,,,60,yes,,,,,,,,asphalt,,
16682552,,,,,,asphalt,,way/16682552,,,,,,,,,,,,,,,,,,,,asphalt,,
16688462,no,,,50,,asphalt,,way/16688462,,,,,,no,,,,,50,,,,,,,,,asphalt,,
16688463,no,,,50,,asphalt,,way/16688463,,,,,,no,,,,,50,,,,,,,,,asphalt,,
16688465,no,,,50,,asphalt,,way/16688465,,,,,,no,,,,,50,,,,,,,,,asphalt,,
16688467,no,,,50,,asphalt,,way/16688467,,,,,,no,,,,,50,,,,,,,,,asphalt,,
16688469,,,,50,,asphalt,,way/16688469,,,,,,,,,,,50,,,,,,,,,asphalt,,
16688471,,,,50,,asphalt,,way/16688471,,,,,,,,,,,50,,,,,,,,,asphalt,,
16688951,no,,,50,,asphalt,,way/16688951,,,,,,no,,,,,50,,,,,,,,,asphalt,,
16688953,no,,,50,,asphalt,,way/16688953,,,,,,no,,,,,50,,,,,,,,,asphalt,,
16854524,,,,,,paved,,way/16854524,,,,,,,,,,,,,,,,,,,,paved,,
16854539,,,,,,paved,,way/16854539,,,,,,,,,,,,,,,,,,,,paved,,
16854636,,,,,,paved,,way/16854636,,,,,,,,,,,,,,,,,,,,paved,,
16854675,,,,,,paved,,way/16854675,,,,,,,,,,,,,,,,,,,,paved,,
16854938,,,,,,paved,,way/16854938,,,,,,,,,,,,,,,,,,,,paved,,
16855233,no,,,50,,asphalt,,way/16855233,yes,,,,no,,,,,,50,no,,,,,,,,asphalt,,
16855525,no,,,50,,asphalt,,way/16855525,yes,,,,no,,,,,,50,no,,,,,,,,asphalt,,
16855563,no,,,50,,asphalt,,way/16855563,yes,,,,no,,,,,,50,no,,,,,,,,asphalt,,
16855717,no,,,40,,asphalt,,way/16855717,yes,,,,no,,,,,,40,,,,,,,,,asphalt,,
16855869,,,,,,paved,,way/16855869,,,,,,,,,,,,,,,,,,,,paved,,
16855891,,,,,,paved,,way/16855891,,,,,,,,,,,,,,,,,,,,paved,,
16855958,,,,,,paved,,way/16855958,,,,,,,,,,,,,,,,,,,,paved,,
16856038,,,,,,paved,,way/16856038,,,,,,,,,,,,,,,,,,,,paved,,
16856074,,,,,,paved,,way/16856074,,,,,,,,,,,,,,,,,,,,paved,,
16856289,,,,,,paved,,way/16856289,,,,,,,,,,,,,,,,,,,,paved,,
16856421,,,,,,asphalt,,way/16856421,,,,,,,,,,,,,,,,,,,,asphalt,,
16856423,,,,,2,asphalt,,way/16856423,,,,,,,,,,2,,,,,,,,,,asphalt,,
16856626,,,,,,paved,,way/16856626,,,,,,,,,,,,,,,,,,,,paved,,
16856764,,,,,,paved,,way/16856764,,,,,,,,,,,,,,,,,,,,paved,,
16857250,,,,,,paved,,way/16857250,,,,,,,,,,,,,,,,,,,,paved,,
16857298,,,,,,asphalt,,way/16857298,,,,,,,,,,,,,,,,,,,,asphalt,,
16857303,,,,,,paved,,way/16857303,,,,,,,,,,,,,,,,,,,,paved,,
16857401,no,,,50,,paved,,way/16857401,yes,,,,no,,,,,,50,no,,,,,,,,paved,,
16857459,no,,,50,,paved,,way/16857459,yes,,,,no,,,,,,50,no,,,,,,,,paved,,
16858076,,,,,,paved,,way/16858076,,,,,,,,,,,,,,,,,,,,paved,,
16858078,,,,,,paved,,way/16858078,,,,,,,,,,,,,,,,,,,,paved,,
16858633,no,,,,2,asphalt,,way/16858633,,,,,,no,,,,2,,,,,,,,,,asphalt,,
16858694,,,,,,paved,,way/16858694,,,,,,,,,,,,,,,,,,,,paved,,
16862550,,,,,,,,way/16862550,,,,,,,,,,,,,,,,,,,,,,
16862739,,,,10,,asphalt,,way/16862739,,,,,,,,,,,10,no,,,,,,,,asphalt,,
16862953,,,,,,paving_stones,,way/16862953,,,,,,,,,,,,,,,,,,,,paving_stones,,
16863222,,,,,,paving_stones,,way/16863222,,,,,,,,,,,,,,,,,,,,paving_stones,,
16863761,,,,10,,asphalt,,way/16863761,,,,,,,,,,,10,no,,,,,,,,asphalt,,
16863924,,,,,,,,way/16863924,,,,,,,,,,,,,,,,,,,,,,
16863970,,,,,2,asphalt,,way/16863970,,,,,,,,,,2,,,,,,,,,,asphalt,,
16864319,,,,,,,,way/16864319,,,,,,,,,,,,,,,,,,,,,,
16864464,,,,,,,,way/16864464,,,,,,,,,,,,,,,,,,,,,,
16865063,,,,,,,,way/16865063,,,,,,,,,,,,,,,,,,,,,,
16865366,,,,,,paved,,way/16865366,,,,,,,,,,,,,,,,,,,,paved,,
16865555,,,,,,,,way/16865555,,,,,,,,,,,,,,,,,,,,,,
16865861,,,,,,paved,,way/16865861,,,,,,,,,,,,,,,,,,,,paved,,
16866431,,,,,,paved,,way/16866431,,,,,,,,,,,,,,,,,,,,paved,,
16866469,yes,,,80,,asphalt,,way/16866469,yes,,,,,,,,,,80,,,,,,,,,asphalt,,
16866505,,,,50,2,asphalt,,way/16866505,,,,,,,,,,2,50,yes,,,,,,,,asphalt,,
16866558,,,,50,1,asphalt,,way/16866558,,,,,,,,,,1,50,yes,,,,,,,,asphalt,,
16866920,,,,50,,asphalt,,way/16866920,,,,,,,,,,,50,,,,,,,,,asphalt,,
16866938,,,,50,2,asphalt,,way/16866938,,,,,,,,,,2,50,,,,,,,,,asphalt,,
17003162,,,,,,asphalt,,way/17003162,,,,,,,,,,,,,,,,,,,,asphalt,,
17003301,,,,,,asphalt,,way/17003301,,,,,,,,,,,,,,,,,,,,asphalt,,
17003347,,,,,,paved,,way/17003347,,,,,,,,,,,,,,,,,,,,paved,,
17003465,,,,,,asphalt,,way/17003465,,,,,,,,,,,,,,,,,,,,asphalt,,
17007948,,,,,,paved,,way/17007948,,,,,,,,,,,,,,,,,,,,paved,,
17009829,,,,,,asphalt,,way/17009829,,,,,,,,,,,,,,,,,,,,asphalt,,
17009856,,,,,,paved,,way/17009856,,,,,,,,,,,,yes,,,,,,,,paved,,
17009945,,,,,1,asphalt,,way/17009945,,,,,,,,,,1,,,,,,,,,,asphalt,,
17010354,,,,,,asphalt,,way/17010354,,,,,,,,,,,,,,,,,,,,asphalt,,
17011546,no,,,60,1,asphalt,,way/17011546,yes,,,,,no,,,,1,60,yes,,,,,,,,asphalt,,
17013208,,,,,,,,way/17013208,,,,,,,,,,,,,,,,,,,,,,
17021416,designated,no,,,,asphalt,2.8,way/17021416,designated,,,,,,,,,,,,,,,,no,,,asphalt,,2.8
17033695,,,,,,asphalt,,way/17033695,,,,,,,,,,,,yes,,,,,,,,asphalt,,
17034006,,,,,,asphalt,,way/17034006,,,,,,,,,,,,,,,,,,,,asphalt,,
17034184,,,,,,,,way/17034184,,,,,,,,,,,,,,,,,,,,,,
17034984,,,,,,asphalt,,way/17034984,,,,,,,,,,,,,,,,,,,,asphalt,,
17035193,,,,,,,,way/17035193,,,,,,,,,,,,,,,,,,,,,,
17035194,,,,,,,,way/17035194,,,,,,,,,,,,,,,,,,,,,,
17035195,,,,,,,,way/17035195,,,,,,,,,,,,,,,,,,,,,,
17035874,,,,,,paving_stones,,way/17035874,,,,,,,,,,,,,,,,,,,,paving_stones,,
17035876,,,,,,paving_stones,,way/17035876,,,,,,,,,,,,,,,,,,,,paving_stones,,
17035877,,,,,,sett,,way/17035877,,,,,,,,,,,,,,,,,,,,sett,,
17035878,,,,,,sett,,way/17035878,,,,,,,,,,,,,,,,,,,,sett,,
17035879,,,,,,sett,,way/17035879,,,,,,,,,,,,,,,,,,,,sett,,
17035881,,,,,,paving_stones,,way/17035881,,,,,,,,,,,,,,,,,,,,paving_stones,,
17036049,,,,,,,,way/17036049,,,,,,,,,,,,,,,,,,,,,,
17036171,,,,,,asphalt,,way/17036171,,,,,,,,,,,,,,,,,,,,asphalt,,
17036367,,,,,,asphalt,,way/17036367,,,,,,,,,,,,,,,,,,,,asphalt,,
17036368,,,,,,asphalt,,way/17036368,,,,,,,,,,,,,,,,,,,,asphalt,,
17036372,,,,,,sett,,way/17036372,,,,,,,,,,,,,,,,,,,,sett,,
17036440,,,,,,asphalt,,way/17036440,,,,,,,,,,,,,,,,,,,,asphalt,,
17037217,,,,,,asphalt,,way/17037217,,,,,,,,,,,,,,,,,,,,asphalt,,
17037397,no,,,,1,asphalt,,way/17037397,,,,,,no,,,,1,,yes,,,,,,,,asphalt,,
17037398,,,,,,,,way/17037398,,,,,,,,,,,,,,,,,,,,,,
17037470,no,,,,,asphalt,,way/17037470,,,,,,no,,,,,,yes,,,,,,,,asphalt,,
17037471,,,,,,asphalt,,way/17037471,,,,,,,,,,,,,,,,,,,,asphalt,,
17038201,,,,,,paving_stones,,way/17038201,,,,,,,,,,,,,,,,,,,,paving_stones,,
17038202,,,,,,sett,,way/17038202,,,,,,,,,,,,,,,,,,,,sett,,
17038206,,,,,,sett,,way/17038206,,,,,,,,,,,,,,,,,,,,sett,,
17038213,,,,,,asphalt,,way/17038213,,,,,,,,,,,,,,,,,,,,asphalt,,
17144938,yes,,,,,asphalt,,way/17144938,yes,,,,,,,,,,,,,,,,,,,asphalt,,
17144941,yes,,,,,,,way/17144941,yes,,,,,,,,,,,,,,,,,,,,,
17144942,yes,,,,,asphalt,,way/17144942,yes,,,,,,,,,,,,,,,,,,,asphalt,,
17146238,no,,,,1,asphalt,,way/17146238,no,,,,,,,,,1,,yes,,,,,,,,asphalt,,
17146388,yes,,,80,2,asphalt,,way/17146388,yes,,,,,,,,,2,80,,,,,,,,,asphalt,,
17146605,no,,,,2,asphalt,,way/17146605,no,,,,,,,,,2,,yes,,,,,,,,asphalt,,
17146829,yes,,,80,2,asphalt,,way/17146829,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17146831,yes,,,80,2,asphalt,,way/17146831,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17146844,yes,,,80,2,asphalt,,way/17146844,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17146986,yes,,,80,2,asphalt,,way/17146986,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17146987,yes,,,80,2,asphalt,,way/17146987,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17146988,yes,,,80,2,asphalt,,way/17146988,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17147760,no,,,,2,asphalt,,way/17147760,no,,,,,,,,,2,,yes,,,,,,,,asphalt,,
17148581,yes,,,80,2,asphalt,,way/17148581,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17148850,yes,,,80,2,asphalt,,way/17148850,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17148852,yes,,,80,2,asphalt,,way/17148852,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17148857,yes,,,80,2,asphalt,,way/17148857,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17148858,yes,,,80,2,asphalt,,way/17148858,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17148910,yes,,,80,2,asphalt,,way/17148910,yes,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17149214,no,,,,2,asphalt,,way/17149214,no,,,,,,,,,2,,yes,,,,,,,,asphalt,,
17149229,no,,,,1,asphalt,,way/17149229,no,,,,,,,,,1,,yes,,,,,,,,asphalt,,
17149633,no,,,100,5,asphalt,,way/17149633,no,,,,,,,,,5,100,yes,,,,,,,,asphalt,,
17152229,no,,,100,3,asphalt,,way/17152229,no,,,,,,,,,3,100,yes,,,,,,,,asphalt,,
17152249,no,,,100,3,asphalt,,way/17152249,no,,,,,,,,,3,100,yes,,,,,,,,asphalt,,
17152260,no,,,100,4,asphalt,,way/17152260,no,,,,,,,,,4,100,yes,,,,,,,,asphalt,,
17152266,no,,,100,2,asphalt,,way/17152266,no,,,,,,,,,2,100,yes,,,,,,,,asphalt,,
17152267,no,,,80,2,,,way/17152267,no,,,,,,,,,2,80,yes,,,,,,,,,,
17152271,no,,,60,,asphalt,,way/17152271,yes,,,,no,,,,,,60,no,,,,,,,,asphalt,,
17152276,,,,,,paved,,way/17152276,,,,,,,,,,,,,,,,,,,,paved,,
17152281,no,,,80,2,asphalt,,way/17152281,no,,,,,,,,,2,80,yes,,,,,,,,asphalt,,
17152286,no,,,80,,asphalt,,way/17152286,no,,,,,,,,,,80,yes,,,,,,,,asphalt,,
17152295,yes,,,,,,,way/17152295,yes,,,,,,,,,,,,,,,,,,,,,
17154443,,,,,,asphalt,,way/17154443,,,,,,,,,,,,,,,,,,,,asphalt,,
17162291,,,,,2,asphalt,,way/17162291,,,,,,,,,,2,,,,,,,,,,asphalt,,
17163074,,,,,2,asphalt,,way/17163074,,,,,,,,,,2,,,,,,,,,,asphalt,,
17163374,no,,,,2,asphalt,,way/17163374,,,,,,no,,,,2,,,,,,,,,,asphalt,,
17164326,,,,,,,,way/17164326,,,,,,,,,,,,,,,,,,,,,,
17164453,,,,,2,asphalt,,way/17164453,,,,,,,,,,2,,,,,,,,,,asphalt,,
17281218,shared_lane,,,50,,paved,,way/17281218,,,,,,shared_lane,,,,,50,,,,,,,,,paved,,
17281222,,,,50,,paved,,way/17281222,,,,,,,,,,,50,,,,,,,,,paved,,
17281230,,,,50,,paved,,way/17281230,,,,,,,,,,,50,,,,,,,,,paved,,
17281231,,,,50,,paved,,way/17281231,,,,,,,,,,,50,,,,,,,,,paved,,
17281232,no,,,50,,paved,,way/17281232,,,,,,no,,,,,50,yes,no,,,,,,,paved,,
17281233,no,,,50,,paved,,way/17281233,,,,,,no,,,,,50,,,,,,,,,paved,,
17281234,,,,50,,paved,,way/17281234,,,,,,,,,,,50,,,,,,,,,paved,,
17281235,,,,50,,paved,,way/17281235,,,,,,,,,,,50,,,,,,,,,paved,,
17281236,,,,50,,paved,,way/17281236,,,,,,,,,,,50,,,,,,,,,paved,,
17334810,,,,,,paved,,way/17334810,,,,,,,,,,,,,,,,,,,,paved,,
17336134,,,,,,paved,,way/17336134,,,,,,,,,,,,,,,,,,,,paved,,
17336626,,,,,,asphalt,,way/17336626,,,,,,,,,,,,no,,,,,,,,asphalt,,
17336649,,,,,,asphalt,,way/17336649,,,,,,,,,,,,,,,,,,,,asphalt,,
17336705,,,,,,asphalt,,way/17336705,,,,,,,,,,,,,,,,,,,,asphalt,,
17336707,,,,,,paved,,way/17336707,,,,,,,,,,,,,,,,,,,,paved,,
17336709,,,,,,asphalt,,way/17336709,,,,,,,,,,,,,,,,,,,,asphalt,,
17336711,,,,,,paved,,way/17336711,,,,,,,,,,,,,,,,,,,,paved,,
17336713,,,,,,asphalt,,way/17336713,,,,,,,,,,,,,,,,,,,,asphalt,,
17336714,,,,,,asphalt,,way/17336714,,,,,,,,,,,,,,,,,,,,asphalt,,
17336716,,,,,,asphalt,,way/17336716,,,,,,,,,,,,,,,,,,,,asphalt,,
17336717,,,,,,asphalt,,way/17336717,,,,,,,,,,,,yes,,,,,,,,asphalt,,
17336718,no,,,,,,,way/17336718,no,,,,,,,,,,,yes,,,,,,,,,,
17336721,,,,,,asphalt,,way/17336721,,,,,,,,,,,,yes,,,,,,,,asphalt,,
17336722,,,,,2,asphalt,,way/17336722,,,,,,,,,,2,,yes,,,,,,,,asphalt,,
17336723,,,,,,asphalt,,way/17336723,,,,,,,,,,,,yes,,,,,,,,asphalt,,
17336724,,,,,,asphalt,,way/17336724,,,,,,,,,,,,yes,,,,,,,,asphalt,,
17338906,no,,,,1,,,way/17338906,no,,,,,,,,,1,,yes,,,,,,,,,,
17591582,no,,,50,,asphalt,,way/17591582,,,,,,no,,,,,50,,,,,,,,,asphalt,,
17805119,yes,no,no,60,4,,,way/17805119,yes,,,,,,,,,4,60,,,no,,,,,no,,,
18043810,,,,,,compacted,,way/18043810,,,,,,,,,,,,,,,,,,,,compacted,,
18043991,,,,,,compacted,,way/18043991,,,,,,,,,,,,,,,,,,,,compacted,,
18044059,,,,,,compacted,,way/18044059,,,,,,,,,,,,,,,,,,,,compacted,,
18044127,,,,50,1,asphalt,,way/18044127,,,,,,,,,,1,50,yes,,,,,,,,asphalt,,
18044329,no,,,40,,asphalt,,way/18044329,,,,,,,,no,,,40,yes,,,,,,,,asphalt,,
18044388,no,,,40,,asphalt,,way/18044388,,,,,,,,no,,,40,,,,,,,,,asphalt,,
18044408,lane,,,40,2,asphalt,,way/18044408,,,,,,lane,,,,2,40,,,,,,,,,asphalt,,
